dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
treccast	cast-140-4-4	generated	Llama-2-7b-hf	treccast	none	none	What are some of the lesser-known ones?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	original	none	none	none	none	Is that safe?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	inquisitive	none	none	What are the other classic Nigerian dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	none	naive	implications	Follow-up questions: What other ingredients can be added to Jollof rice to make it a unique dish?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	none	naive	reasons	How does the recipe vary between different regions?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	none	none	none	What is the most popular way to prepare jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	none	savvy	implications	Follow-up questions: What are the five typical ingredients of Jollof rice?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	alpaca-7b	none	savvy	reasons	What kind of spices are typically used in Nigerian cuisine?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	alpaca-7b	nudged-questions	none	none	What is it?	0	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	alpaca-7b	treccast	none	none	What is it?	0	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	gpt-4	none	naive	implications	Where can I find some of these ingredients like tomatoes, onions, scotch bonnets, and chili peppers, are they easily available in grocery stores?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	naive	reasons	What are some of the most commonly used spices in Nigerian dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	none	none	What other ingredients can be added to Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	none	none	What other ingredients can be added to Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	none	none	What other ingredients can be added to Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	savvy	implications	What are some of the aromatic spices frequently used in Nigerian dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	gpt-4	none	savvy	reasons	What are some of the variations of the Jollof rice recipe mentioned?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	inquisitive	naive	implications	What are the other variations on the recipe?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What are the other dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	inquisitive	none	none	What is it?	0	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why is it a party dish?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why is it a party dish?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	none	naive	implications	Where is Jollof rice from?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	none	naive	reasons	What are the different ways to cook Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	none	none	none	What is a chili pepper?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	none	savvy	implications	What are the five ingredients in Jollof rice?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	none	savvy	reasons	Where is this recipe made?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	nudged-questions	none	none	What are some other Nigerian dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-13b-hf	treccast	none	none	What is it?	0	1	1	0	0	0	0	0	
treccast	cast-140-4-8	generated	Llama-2-7b-hf	inquisitive	none	none	What is a scotch bonnet?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-7b-hf	none	none	none	What is the purpose of the text?	0	1	0	0	0	0	0	0	
treccast	cast-140-4-8	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the most famous Nigerian food?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-8	generated	Llama-2-7b-hf	treccast	none	none	What is the rivalry about?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-8	original	none	none	none	none	Who’s recipe is the best?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	inquisitive	none	none	Why are scam artists targeting people with such desires?	1	1	1	1	0	0	1	1	
treccast	cast-141-1-3	generated	alpaca-7b	none	naive	implications	Are there any guarantees that seem legitimate?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	none	naive	reasons	How can we recognize the difference between a real investment opportunity and a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	none	none	none	What other strategies can you use to identify potential scams?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	none	savvy	implications	What other red flags should be aware of when evaluating investment opportunities?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	none	savvy	reasons	Follow-up questions: What other red flags should we look out for when evaluating potential scams?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	nudged-questions	none	none	How do you know if something is a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	alpaca-7b	treccast	none	none	How can one differentiate between a scam and a good one?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	naive	implications	Is it possible for anyone to predict the future in investment scenarios?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	naive	reasons	What are some other red flags to look out for in scams?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	none	none	What are other red flags that a request might be a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	none	none	What are other red flags that a request might be a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	none	none	What are other red flags that a request might be a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	savvy	implications	Can you offer further examples of these "guaranteed returns" that might be too good to be true?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	gpt-4	none	savvy	reasons	Can you explain in detail how scams prey on human greed and desperation?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	How do they pitch it?	1	1	1	0	0	0	0	0	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How do they pitch it?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	inquisitive	none	none	What is the average return?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What are some of the red flags?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What are some of the red flags?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	none	naive	implications	What are some red flags that can be picked up from the way scams pitch their product?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	none	naive	reasons	How do scams target human greed and desperation?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	none	none	none	What are the red flags that you can pick up?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	none	savvy	implications	What are some of the guarantees that are too good to be true?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	none	savvy	reasons	What are some guaranteed returns that are too good to be true in a short time period?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	nudged-questions	none	none	What are some common scams that people should watch out for?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-13b-hf	treccast	none	none	How do I protect myself?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-7b-hf	inquisitive	none	none	What are some other red flags?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-7b-hf	none	none	none	What is a guaranteed return?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the red flags of a scam?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	generated	Llama-2-7b-hf	treccast	none	none	How can I avoid them?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-3	original	none	none	none	none	What else should I be aware of?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	inquisitive	none	none	Why did the scammers show signs of aggression?	1	1	1	1	0	0	1	1	
treccast	cast-141-1-5	generated	alpaca-7b	none	naive	implications	How do we know if an investment strategy is legitimate?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	none	naive	reasons	Do you need to take additional steps to make sure your investments don't involve any risk?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	none	none	none	How do you determine if an investment is significantly better than the market rate?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	none	savvy	implications	How do they show aggression when challenged?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	none	savvy	reasons	What specific examples of roundabout or "secret" investment strategies should I look out for?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	nudged-questions	none	none	What are the best strategies to make money on investments?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	alpaca-7b	treccast	none	none	Any advice for how to proceed?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	naive	implications	What could be other red flags to look out for when assessing an investment strategy?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	naive	reasons	Why should investors be able to explain how they make money?	1	1	1	1	0	0	1	1	
treccast	cast-141-1-5	generated	gpt-4	none	none	none	What does "significantly better than market rate" mean, and why is it considered suspicious?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	none	none	What does "significantly better than market rate" mean, and why is it considered suspicious?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	none	none	What does "significantly better than market rate" mean, and why is it considered suspicious?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	savvy	implications	What specific factors should I consider if an investment claims to perform better than the market?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	gpt-4	none	savvy	reasons	Could you explain more about the terms "significantly better than market rate" and "zero risk"?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	inquisitive	naive	implications	How do they block out people with many questions?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What are the red flags?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	inquisitive	none	none	How can you tell if the investment strategy is a red flag?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How can investments perform better than the market?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How do they make money?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	none	naive	implications	What are some signs that a person may be an aggressive investor?	1	1	1	0	0	0	0	0	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	none	naive	reasons	What are the reasons of why “all investments carry the risk of losing money”?	1	1	1	1	0	0	1	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	none	none	none	How can I protect myself from being scammed by a roundabout or “secret” investment strategy?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	none	savvy	implications	What are the signs of aggression?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	none	savvy	reasons	What is a secret investment strategy?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the risk of losing money?	1	1	0	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-13b-hf	treccast	none	none	What are some common tactics?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-7b-hf	inquisitive	none	none	How do you know if they are being aggressive?	1	1	1	0	0	0	0	0	
treccast	cast-141-1-5	generated	Llama-2-7b-hf	none	none	none	What is the risk of losing money?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the best way to invest?	1	1	1	1	0	0	0	1	
treccast	cast-141-1-5	generated	Llama-2-7b-hf	treccast	none	none	How do you know that?	0	1	0	1	0	0	0	1	how do you know that?
treccast	cast-141-1-5	original	none	none	none	none	What do you suggest I do next?	1	1	1	1	0	0	0	1	request
treccast	cast-141-2-11	generated	alpaca-7b	inquisitive	none	none	How do pyramid schemes collapse?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	alpaca-7b	none	naive	implications	What are some of the characteristics that distinguish a pyramid scheme from a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	alpaca-7b	none	naive	reasons	What type of scam does a pyramid scheme represent?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	alpaca-7b	none	none	none	What are the key differences between a Ponzi scheme and a pyramid scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	alpaca-7b	none	savvy	implications	How does a pyramid scheme typically recruit participants?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	alpaca-7b	none	savvy	reasons	What are the characteristics of a pyramid scheme that can lead to it collapsing quickly?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	alpaca-7b	nudged-questions	none	none	How do you distinguish between these two types of scheme for the authorities?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	alpaca-7b	treccast	none	none	Can you explain the difference between a pyramid and a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	gpt-4	none	naive	implications	What is a pyramid scheme considered fraudulent?	1	0	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	gpt-4	none	naive	reasons	What differentiates a Ponzi scheme from a pyramid scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	gpt-4	none	none	none	Can you provide a simple definition of a pyramid scheme and how it works?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	gpt-4	none	none	none	Can you provide a simple definition of a pyramid scheme and how it works?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	gpt-4	none	none	none	Can you provide a simple definition of a pyramid scheme and how it works?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	gpt-4	none	savvy	implications	How are the operators of pyramid and Ponzi schemes typically caught and prosecuted?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	gpt-4	none	savvy	reasons	How does a Ponzi scheme usually attract well-to-do investors?	1	1	1	1	0	0	1	1	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	inquisitive	none	none	What is the difference between a pyramid scheme and a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is the rate of return?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why is it called a pyramid scheme?	1	1	1	1	0	0	1	1	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	none	naive	implications	What is a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	none	naive	reasons	What are the characteristics of a pyramid scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	none	none	none	How does a pyramid scheme differ from a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	none	savvy	implications	What are the similarities between a pyramid scheme and a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	none	savvy	reasons	What is a Ponzi scheme?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	nudged-questions	none	none	How does the pyramid scheme work?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-13b-hf	treccast	none	none	Are there any legal pyramid schemes?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-7b-hf	inquisitive	none	none	What is an esoteric investment approach?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	Llama-2-7b-hf	none	none	none	What does the author mean by "the hope of an extremely high rate of return"?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the differences between Ponzi and pyramid schemes?	1	1	1	0	0	0	0	0	
treccast	cast-141-2-11	generated	Llama-2-7b-hf	treccast	none	none	What happens to the people who recruited others?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-11	original	none	none	none	none	What else is there?	0	1	1	1	0	0	0	1	
treccast	cast-141-2-3	generated	alpaca-7b	inquisitive	none	none	How would someone be able to know that it is a Ponzi scheme if it is a secret?	1	1	1	1	0	0	0	1	
treccast	cast-141-2-3	generated	alpaca-7b	none	naive	implications	How do you know if a particular investment is a Ponzi scheme?	1	1	1	1	0	0	0	1	
